name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'03a05Wa';0.280000;1.331409e+000;2.521915e+001;-1.372303e+001;6.006638e-002;1.698829e-002;4.706789e-001;-3.890243e+001;-9.414819e+000;-3.356317e+000;-2.007548e+001;0;0;0;0;0;0;1.080195e+003;8.673877e+002;-1.348370e+002;2.063121e+003;-1.305047e+002;2.612523e+003;-1.305047e+002
'03a05Wa';0.290000;1.268744e+000;2.504251e+001;-1.192783e+001;5.777573e-002;1.992128e-002;4.520780e-001;-3.826300e+001;-1.235571e+001;-1.914009e+000;-1.910703e+001;0;0;0;0;0;0;1.058831e+003;8.532346e+002;-201;2.026567e+003;-201;2.725180e+003;-201
'03a05Wa';0.300000;1.175451e+000;2.552170e+001;-1.182976e+001;4.587027e-002;2.821202e-002;3.993784e-001;-3.715646e+001;-1.507628e+001;8.260348e-001;-1.759770e+001;0;0;0;0;0;0;9.486080e+002;1.203415e+003;-201;1.926686e+003;-201;2.694266e+003;-201
'03a05Wa';0.310000;1.006730e+000;2.451889e+001;-1.131597e+001;3.985013e-002;3.193493e-002;3.974883e-001;-3.346544e+001;-1.586829e+001;2.277444e+000;-1.622527e+001;0;0;0;0;0;0;7.427958e+002;1.318820e+003;-201;1.734176e+003;-201;2.633429e+003;-201
'03a05Wa';0.320000;8.381193e-001;1.899703e+001;-8.277530e+000;2.650052e-002;2.968846e-002;3.170519e-001;-2.638450e+001;-1.338585e+001;2.447544e+000;-1.274208e+001;0;0;0;0;0;0;6.831306e+002;1.299656e+003;-201;1.681141e+003;-201;2.623931e+003;-201
'03a05Wa';0.330000;6.564036e-001;8.703681e+000;1.095251e+000;-1.438223e-004;2.368214e-002;2.636636e-001;-1.474109e+001;-4.945602e+000;4.874427e+000;-1.488934e+000;0;0;0;0;0;0;7.596774e+002;1.024216e+003;-201;1.722752e+003;-201;2.640827e+003;-201
'03a05Wa';0.340000;4.849846e-001;-2.063601e+000;1.216389e+001;-1.708090e-002;1.971638e-002;1.684287e-001;-3.033256e+000;6.315720e+000;9.926041e+000;6.478910e+000;0;0;0;0;0;0;9.179006e+002;9.109693e+002;-1.331869e+002;1.872789e+003;-1.401867e+002;2.712075e+003;-1.394908e+002
'03a05Wa';0.350000;3.334642e-001;-1.301141e+001;2.392986e+001;-3.262552e-002;1.076414e-002;1.212136e-001;9.464124e+000;1.950681e+001;1.207719e+001;1.603732e+001;3.023072e+001;0;2.185992e+000;-3.640920e+000;3.680978e+000;1.421370e+001;9.722918e+002;1.039607e+003;-6.517183e+001;2.044357e+003;-7.650978e+001;2.870605e+003;-7.635722e+001
'03a05Wa';0.360000;2.983311e-001;-1.553065e+001;2.667607e+001;-1.324115e-002;3.577256e-003;8.892678e-002;1.656417e+001;2.137435e+001;9.175343e+000;1.211947e+001;2.996891e+001;0;2.185992e+000;-4.106454e+000;4.143785e+000;1.231527e+001;1.010234e+003;1.151250e+003;4.922399e+000;1.972601e+003;-9.714029e+000;2.755563e+003;-1.168215e+001
'03a05Wa';0.370000;6.100109e-001;-1.254002e+001;2.414215e+001;1.072334e-002;-1.571109e-002;4.370795e-001;2.270062e+001;1.434904e+001;-1.449262e+000;2.436606e-001;2.970425e+001;0;2.185992e+000;-2.898123e+000;5.769258e+000;8.892526e+000;8.239598e+002;1.273645e+003;4.823183e+000;1.730830e+003;1.981980e-001;2.627444e+003;-7.044802e+000
'03a05Wa';0.380000;1.144913e+000;-5.615394e+000;1.817822e+001;3.751818e-002;-2.198905e-002;8.284495e-001;2.467711e+001;-3.099712e-001;-9.663946e+000;-1.751346e+001;2.934241e+001;0;3.464195e+000;-3.630587e-001;7.436465e+000;7.845998e+000;6.069509e+002;1.233019e+003;1.690974e+000;1.347054e+003;7.482813e+000;2.301833e+003;-5.791437e+000
'03a05Wa';0.390000;1.590145e+000;-1.013490e+000;1.542157e+001;3.954815e-002;-2.212632e-002;1.243631e+000;2.512364e+001;-1.222833e+001;-1.739803e+001;-2.586182e+001;2.921251e+001;1.890336e-002;4.742397e+000;1.659459e+000;7.463862e+000;6.702752e+000;3.927631e+002;1.316790e+003;-2.380419e+000;1.244898e+003;1.266199e+001;2.351366e+003;-4.422693e+000
'03a05Wa';0.400000;1.653233e+000;-5.962031e-001;1.550768e+001;3.016104e-002;-5.680887e-003;1.161410e+000;2.360959e+001;-1.817327e+001;-1.764461e+001;-2.596001e+001;2.906098e+001;2.227056e-002;4.317372e+000;1.412101e+000;5.958067e+000;8.610299e+000;4.222634e+002;1.325252e+003;-4.026659e+000;1.321430e+003;1.489574e+001;2.368899e+003;-6.678890e+000
'03a05Wa';0.410000;1.552983e+000;5.707546e-001;1.607453e+001;2.532891e-002;7.686760e-003;1.025200e+000;2.038410e+001;-2.095988e+001;-1.675466e+001;-2.392478e+001;2.896362e+001;2.395416e-002;3.465758e+000;5.715063e-001;4.522182e+000;7.756653e+000;4.413116e+002;1.439066e+003;-6.890955e+001;1.392582e+003;-5.606578e+001;2.502529e+003;-7.106587e+001
'03a05Wa';0.420000;1.412859e+000;2.084716e+000;1.937033e+001;3.570553e-002;1.542905e-002;8.096719e-001;1.840335e+001;-1.921853e+001;-2.022936e+001;-2.066949e+001;0;0;0;0;0;0;5.652805e+002;1.528963e+003;-1.349324e+002;1.462479e+003;-1.280407e+002;2.544656e+003;-1.371097e+002
'03a05Wa';0.430000;1.264148e+000;4.387932e+000;2.103104e+001;4.124886e-002;1.927441e-002;7.765324e-001;1.486050e+001;-1.345886e+001;-2.785443e+001;-1.177642e+001;0;0;0;0;0;0;5.979590e+002;1.689131e+003;-201;1.496913e+003;-201;2.668190e+003;-201
'03a05Wa';0.440000;1.072324e+000;6.353331e+000;2.030590e+001;3.103876e-002;2.503924e-002;6.542737e-001;1.058266e+001;-6.590060e+000;-2.911225e+001;9.927346e-001;0;0;0;0;0;0;6.256705e+002;1.835825e+003;-201;1.397000e+003;-201;2.339051e+003;-201
'03a05Wa';0.450000;9.152381e-001;5.226850e+000;1.404250e+001;2.370573e-002;2.465384e-002;5.674592e-001;6.461452e+000;-3.229301e+000;-1.807279e+001;6.869915e+000;0;0;0;0;0;0;6.613140e+002;1.660416e+003;-201;1.433481e+003;-201;2.310534e+003;-201
'03a05Wa';0.460000;8.125116e-001;4.165985e+000;8.482823e+000;-5.080531e-003;2.642325e-002;3.766848e-001;1.168831e+000;-2.123267e+000;2.009718e+000;7.970724e+000;0;0;0;0;0;0;7.838455e+002;1.344382e+003;-201;1.557436e+003;-201;2.294385e+003;-201
'03a05Wa';0.470000;6.023471e-001;2.967774e+000;3.489505e+000;-2.755354e-002;2.559687e-002;2.853569e-001;-4.018267e+000;-2.417026e+000;2.290999e+001;8.484586e+000;0;0;0;0;0;0;9.401924e+002;8.346505e+002;-201;1.837201e+003;-201;2.685950e+003;-201
'03a05Wa';0.480000;3.862780e-001;4.975705e+000;2.170364e-001;-4.762239e-002;3.408051e-002;1.660420e-001;-1.010947e+001;-6.012846e+000;3.251383e+001;1.248394e+001;0;0;0;0;0;0;9.104876e+002;5.566937e+002;-201;1.921820e+003;-201;2.739798e+003;-201
'03a05Wa';0.490000;1.979300e-001;7.995595e+000;-3.715738e+000;-3.739982e-002;3.462905e-002;1.020024e-001;-1.298276e+001;-1.002824e+001;3.414711e+001;1.474505e+001;0;0;0;0;0;0;8.677497e+002;5.096607e+002;-201;1.893130e+003;-201;2.747539e+003;-201
'03a05Wa';0.500000;1.347016e-001;1.014878e+001;-5.131258e+000;-2.651810e-002;3.879994e-002;4.252071e-002;-1.574971e+001;-9.781695e+000;2.710470e+001;1.514019e+001;0;0;0;0;0;0;8.107730e+002;5.880656e+002;-201;1.873912e+003;-201;2.740594e+003;-201
'03a05Wa';0.510000;2.152225e-001;1.128647e+001;-4.222612e+000;-1.318905e-002;3.353507e-002;4.064925e-002;-2.014323e+001;-6.636824e+000;1.333250e+001;1.147848e+001;0;0;0;0;0;0;7.476927e+002;7.326691e+002;-201;1.805142e+003;-201;2.572229e+003;-201
'03a05Wa';0.520000;3.416043e-001;1.149717e+001;-2.102860e+000;-2.868996e-003;3.413616e-002;5.004495e-002;-2.419822e+001;-4.465489e+000;2.936269e+000;9.089049e+000;0;0;0;0;0;0;7.408773e+002;7.975168e+002;-201;1.814924e+003;-201;2.566959e+003;-201
'03a05Wa';0.530000;5.142460e-001;1.188105e+001;-2.345704e+000;3.781460e-002;2.847784e-002;7.309278e-002;-2.618729e+001;-6.654787e+000;-1.112153e+001;4.846118e+000;0;0;0;0;0;0;7.767827e+002;9.344147e+002;-201;1.780583e+003;-201;2.534234e+003;-201
'03a05Wa';0.540000;6.520424e-001;1.337595e+001;-5.169486e+000;4.421875e-002;2.396725e-002;9.946191e-002;-2.710626e+001;-4.546326e+000;-9.247905e+000;5.294507e+000;0;0;0;0;0;0;7.232878e+002;1.052660e+003;-201;1.634184e+003;-201;2.506422e+003;-201
'03a05Wa';0.550000;7.760937e-001;1.483031e+001;-7.505379e+000;5.777323e-002;1.976141e-002;1.243536e-001;-2.927458e+001;-1.643409e+000;-1.257719e+001;3.851499e+000;0;0;0;0;0;0;8.077313e+002;1.087844e+003;-1.415606e+002;1.660799e+003;-1.409738e+002;2.495719e+003;-1.400990e+002
'03a05Wa';0.560000;9.034461e-001;1.577190e+001;-9.367364e+000;2.349755e-002;1.848840e-002;1.754721e-001;-2.932257e+001;5.679449e+000;-5.850586e+000;5.661346e+000;3.769630e+001;0;4.667139e+000;4.431644e+000;1.749649e+001;2.061496e+001;8.302001e+002;1.041477e+003;-8.107197e+001;1.689035e+003;-7.861382e+001;2.461538e+003;-8.044413e+001
'03a05Wa';0.570000;1.024286e+000;8.706823e+000;-2.938586e+000;2.584826e-002;7.764963e-003;3.443188e-001;-2.134131e+001;1.462275e+001;-3.632603e-001;3.019624e+000;3.762505e+001;0;3.975773e+000;5.260557e+000;1.703504e+001;2.460036e+001;1.172891e+003;9.819832e+002;-1.863136e+001;2.081866e+003;-1.761165e+001;2.839475e+003;-2.263452e+001
'03a05Wa';0.580000;1.135882e+000;-3.084917e-001;4.532111e+000;3.499429e-002;3.505185e-004;5.780504e-001;-6.489309e+000;1.458974e+001;5.108328e+000;-9.331210e-001;3.731635e+001;4.691248e-002;2.764836e+000;6.133770e+000;1.498702e+001;2.642572e+001;1.015142e+003;1.203908e+003;-8.897792e+000;1.960442e+003;-1.563376e+001;2.801202e+003;-2.175933e+001
'03a05Wa';0.590000;1.292199e+000;-9.388477e+000;1.528555e+001;6.641392e-002;-1.290572e-002;8.222416e-001;9.747199e+000;6.469724e+000;5.440209e+000;-7.649744e+000;3.673175e+001;4.368624e-002;1.745179e+000;4.663071e+000;1.198335e+001;2.542699e+001;8.203060e+002;1.402990e+003;1.588710e-002;1.828982e+003;-1.381521e+001;2.756112e+003;-1.918504e+001
'03a05Wa';0.600000;1.464405e+000;-1.139623e+001;1.924419e+001;9.693845e-002;-1.563484e-002;9.679076e-001;2.093976e+001;-7.471899e+000;2.339628e+000;-1.190500e+001;3.609555e+001;4.179395e-002;1.416887e+000;2.875558e+000;9.202056e+000;2.187157e+001;5.882665e+002;1.524167e+003;4.385921e+000;1.555485e+003;-1.051648e+001;2.481772e+003;-1.489622e+001
'03a05Wa';0.610000;1.564205e+000;-1.062803e+001;2.078559e+001;1.133529e-001;-1.968078e-002;1.152103e+000;2.572402e+001;-1.348246e+001;5.838219e+000;-1.121960e+001;3.573677e+001;3.723375e-002;1.608167e+000;2.123675e+000;8.133613e+000;2.171211e+001;6.484269e+002;1.569429e+003;-6.478707e+001;1.580519e+003;-7.252058e+001;2.467508e+003;-7.667239e+001
'03a05Wa';0.620000;1.332814e+000;-9.589194e+000;2.002041e+001;1.007784e-001;-1.367554e-002;1.248393e+000;3.040824e+001;-1.378791e+001;8.737393e+000;-3.648826e+000;0;0;0;0;0;0;7.011719e+002;1.732081e+003;-1.341894e+002;1.572767e+003;-1.366991e+002;2.449079e+003;-1.389016e+002
'03a05Wa';0.630000;8.216720e-001;-1.407673e+001;2.775006e+001;6.022580e-002;-6.807440e-003;1.091585e+000;3.732757e+001;-3.340448e+000;1.063668e+001;7.342038e+000;0;0;0;0;0;0;5.415342e+002;1.817601e+003;-201;1.425874e+003;-201;2.338335e+003;-201
'03a05Wa';0.640000;3.585517e-001;-2.073023e+001;3.624411e+001;1.580480e-002;-1.816003e-004;6.789737e-001;4.112498e+001;9.252338e+000;1.280948e+001;1.714629e+001;0;0;0;0;0;0;4.271966e+002;1.809631e+003;-201;1.422608e+003;-201;2.183711e+003;-201
'03a05Wa';0.650000;1.167220e-001;-2.738380e+001;4.287469e+001;-1.708304e-002;1.109807e-006;2.947379e-001;3.922226e+001;2.156058e+001;1.659775e+001;2.205537e+001;0;0;0;0;0;0;3.490497e+002;1.574908e+003;-201;1.381039e+003;-201;2.150911e+003;-201
'03a05Wa';0.660000;6.868201e-002;-2.554709e+001;3.735110e+001;-2.181871e-002;2.043236e-003;1.043485e-001;3.066291e+001;2.279032e+001;1.633888e+001;1.721095e+001;0;0;0;0;0;0;3.838124e+002;1.459406e+003;-201;1.458812e+003;-201;2.257835e+003;-201
'03a05Wa';0.670000;4.056792e-002;-2.244004e+001;3.266673e+001;-1.949896e-002;2.189800e-003;5.621416e-002;2.334645e+001;2.257315e+001;1.373766e+001;9.006968e+000;0;0;0;0;0;0;3.961644e+002;1.280917e+003;-201;1.385515e+003;-201;2.333861e+003;-201
'03a05Wa';0.680000;2.838908e-002;-1.885610e+001;3.053172e+001;-1.474446e-002;6.551130e-003;2.207618e-002;1.630304e+001;1.837928e+001;8.454360e+000;4.396219e+000;0;0;0;0;0;0;4.242616e+002;1.276438e+003;-201;1.395167e+003;-201;2.339690e+003;-201
'03a05Wa';0.690000;2.491054e-002;-1.934975e+001;3.267064e+001;-1.831935e-002;1.477475e-002;3.402755e-003;1.255197e+001;1.664700e+001;9.814330e+000;5.502240e+000;0;0;0;0;0;0;6.396385e+002;1.227572e+003;-201;1.619856e+003;-201;2.511060e+003;-201
'03a05Wa';0.700000;7.106231e-002;-1.606095e+001;2.879554e+001;-1.880357e-002;1.673462e-002;1.847236e-002;1.145079e+001;1.491190e+001;6.611262e+000;7.223881e+000;0;0;0;0;0;0;6.254152e+002;1.265518e+003;-201;1.586790e+003;-201;2.579290e+003;-201
'03a05Wa';0.710000;2.349296e-001;-1.148630e+001;2.198475e+001;-1.604064e-002;1.749086e-002;8.381098e-002;1.135177e+001;1.197589e+001;7.916532e+000;9.975221e+000;0;0;0;0;0;0;8.027963e+002;1.202938e+003;-1.443047e+002;1.749527e+003;-1.418007e+002;2.722424e+003;-1.410773e+002
'03a05Wa';0.720000;4.017212e-001;-7.455486e+000;1.567397e+001;-1.686675e-002;1.794706e-002;1.603954e-001;1.136283e+001;7.589828e+000;1.831797e+001;1.433722e+001;3.098390e+001;0;6.020600e+000;6.470319e+000;1.154013e+001;1.865260e+001;8.091437e+002;1.159593e+003;-8.766638e+001;1.645090e+003;-8.218391e+001;2.596768e+003;-8.004992e+001
'03a05Wa';0.730000;5.503917e-001;-7.861594e+000;1.527166e+001;-1.808670e-002;1.289649e-002;2.532825e-001;1.089349e+001;6.665384e+000;3.471170e+001;1.735172e+001;3.085338e+001;0;6.020600e+000;6.274363e+000;9.103454e+000;1.855924e+001;7.975381e+002;1.175580e+003;-1.967204e+001;1.733854e+003;-2.135274e+001;2.623394e+003;-1.817975e+001
'03a05Wa';0.740000;6.214784e-001;-1.047393e+001;1.710351e+001;2.741106e-004;3.602387e-003;3.092977e-001;1.440907e+001;8.426014e+000;4.675297e+001;9.870667e+000;3.056058e+001;0;6.020600e+000;5.313945e+000;4.633145e+000;1.674629e+001;5.978702e+002;1.194068e+003;-7.916789e+000;1.611005e+003;-1.762858e+001;2.561924e+003;-1.406367e+001
'03a05Wa';0.750000;7.176315e-001;-1.254802e+001;1.786005e+001;2.724048e-002;-1.220278e-002;3.490919e-001;2.055955e+001;8.685686e+000;4.223425e+001;2.838093e+000;3.028346e+001;0;4.556207e+000;2.614195e+000;3.076998e-002;1.273888e+001;3.712641e+002;1.294714e+003;3.667379e+000;1.516482e+003;-1.263123e+001;2.552030e+003;-8.587624e+000
'03a05Wa';0.760000;8.767331e-001;-1.211342e+001;1.616337e+001;5.581653e-002;-1.414293e-002;4.154146e-001;2.365911e+001;3.821036e+000;3.541926e+001;-2.140560e+000;2.996481e+001;4.323919e-002;3.091814e+000;-3.478862e-001;-2.438036e+000;7.275019e+000;4.076781e+002;1.360185e+003;0;1.522461e+003;-5.590939e+000;2.579428e+003;-2.244646e+000
'03a05Wa';0.770000;1.074743e+000;-1.159004e+001;1.515270e+001;6.928897e-002;-2.339854e-002;5.610605e-001;2.496628e+001;-1.764178e+000;2.693098e+001;-9.665119e+000;2.975613e+001;3.767396e-002;1.714123e+000;-1.422015e+000;-2.798151e+000;5.009844e+000;4.745200e+002;1.586229e+003;6.533718e+000;1.563963e+003;7.159600e-001;2.636605e+003;7.316688e-002
